scope,addr,name,signature,type,comment,evidence,basis
OemManufactureModeDxe,0x5B8,ec_write_command_port,,ec-io,"Two byte arguments: CL selects the port pair (0x60 selects status port 0x64, anything else selects 0x66) and DL is the byte to write. It polls the selected status port for bit 1 clear with a 15-count delay (0x8B0) per turn and a 0x20000-iteration budget, checked both before the first delay and again after the loop, then does out on the status port with the value from DL. Returns 0 when the byte was written, or 0x8000000000000007 (EFI_TIMEOUT) if the budget runs out, in which case nothing is written.",bios/ghidra/listings/OemManufactureModeDxe/000005B8.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
OemI2cDevices,000005CC,write_port_66_wait_d1_clear,,writer,"Takes the low byte of its second argument as a value. It reads I/O port 0x66 and, while bit 1 is set, calls the 0xc00 delay with 15 and re-reads the port, giving up after 0x20000 iterations by returning 0x8000000000000007. Otherwise it writes the byte to I/O port 0x66 and returns 0.",bios/ghidra/listings/OemI2cDevices/000005CC.asm; bios/decompiled/OemI2cDevices.c,hand-decoded
OemNetworkDxe,0x5D4,find_config_table_entry,,reader,"It returns the pointer cached at 0x840 whenever that is nonzero, and otherwise reads the count at [0x820 + 0x68] and the base pointer at [0x820 + 0x70], walks that array in 0x18-byte steps comparing each record's first two qwords against the 16-byte constant at 0x7a0, and returns the third qword (record + 0x10) of the first match, caching it at 0x840. A zero count or no match leaves 0x840 zero and returns 0. The cache is never invalidated, so a second call returns the first match without re-walking - which is what 0x32C's two back-to-back calls rely on, except that when the first call found nothing the second repeats the whole walk. What the records describe is not decoded here.",bios/ghidra/listings/OemNetworkDxe/000005D4.asm; bios/decompiled/OemNetworkDxe.c,hand-decoded
OemOcDxe,0x5D8,MemOcGpio,static VOID MemOcGpio (VOID),gpio-pad,"Runs only when MemoryOverClockSwitch == 1, and only if CpuSetup.OverclockingSupport == 1. The tables at RVA 0x1550 (17 entries) and 0x1750 (15 entries) are Intel's GPIO_GROUP_INFO for CNL/CML-H and -LP PCHs (0x1E bytes each: PID, PadOwn, HostOwn, GpiIs, GpiIe, GpiGpeSts, GpiGpeEn, SmiSts, SmiEn, NmiSts, NmiEn, PadCfgLock, PadCfgLockTx, PadCfgOffset, PadPerGroup). The H/LP choice (0x1100) is the 00:1F.0 device ID: 0x068x/0xA30x -> H, 0x028x/0x9D8x -> LP. Group 1 of the H table is PID 0x6E, PadCfg 0x790, 26 pads: GPP_B. PCR MMIO is 0xFD000000 | PID << 16 | offset (SBREG_BAR); the TX-lock change goes through the P2SB sideband registers at 00:1F.1 (0x1270) with opcode 0x13, the value Intel's reference code names GpioLockUnlock. Nothing in this module drives the pad low when the switch is 0. What GPP_B22 is wired to on this board is not known from the BIOS; a DIMM voltage select would fit the ""memory overclock"" name, and is only that: a guess, untested.","bios/decompiled/OemOcDxe.annotated.c, bios/decompiled/OemOcDxe.c",hand-decoded
OemKbLightSupportDxe,000005E4,wait_controller_input_buffer_empty,,state,"Polls the status port - 0x64 when the argument is 0x60, otherwise 0x66 - until bit 1 (input buffer full) is clear, calling 0x830 with 15 on each iteration. Returns 0 when the bit clears, or 0x8000000000000007 once the loop counter reaches 0x20000.",bios/ghidra/listings/OemKbLightSupportDxe/000005E4.asm; bios/decompiled/OemKbLightSupportDxe.c,hand-decoded
OemSWBoardIDDxe,00000610,flush_data_port_to_80,,writer,"Picks the command port 0x64 (first byte argument 0x60) or 0x66 as 0x598 does, then while that port's bit 0 is set reads the data port 0x60 or 0x62, writes that byte to I/O port 0x80, and calls 0x890 with 5000 before polling again, up to 0x20000 times. Returns 0, or 0x8000000000000007 on timeout.",bios/ghidra/listings/OemSWBoardIDDxe/00000610.asm; bios/decompiled/OemSWBoardIDDxe.c,hand-decoded
OemTurboModeDxe,0x614,poll_status_bit1_then_write,,writer,"The first argument picks the port pair: with 0x60 in CL it polls bit 1 of port 0x64, otherwise bit 1 of port 0x66 (the decompiled C has this as 0x66 either way, which the cmovnz at 0x62B settles). It delays 15 units and re-polls up to 0x20000 times, then writes the second argument to the port it was polling, and returns 0; if the bit never cleared it returns 0x8000000000000007 instead. Every call site passes 0x62 in CL and uses the write to select an index on the same pair.",bios/ghidra/listings/OemTurboModeDxe/00000614.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
OemUniWillVariableDxe,00000620,write_port_byte_after_wait,,writer,"Waits until bit 1 (0x02) of I/O port 0x64, or of 0x66 when the first argument is not 0x60, reads clear - 15-unit delays through 0x9B4 between reads, bounded at 0x20000 iterations - and then writes the byte from the second argument to that same port, returning 0. On exhaustion it returns 0x8000000000000007 without writing. What answers on I/O ports 0x60, 0x64, 0x66 and 0x80 is not identified in this module.",bios/ghidra/listings/OemUniWillVariableDxe/00000620.asm; bios/decompiled/OemUniWillVariableDxe.c,hand-decoded
OemI2cDevices,00000630,drain_port_62_into_80_wait_d0,,writer,"Reads I/O port 0x66 and, while bit 0 is set, reads a byte from I/O port 0x62, writes that byte to I/O port 0x80, delays via 0xc00 with 5000, and re-reads port 0x66. After 0x20000 iterations it returns 0x8000000000000007 instead of 0. The 0x62 to 0x80 transfer and the meaning of the two ports are not documented in this repository.",bios/ghidra/listings/OemI2cDevices/00000630.asm; bios/decompiled/OemI2cDevices.c,hand-decoded
OemManufactureModeDxe,0x630,ec_drain_obf,,ec-io,"One byte argument, CL, selects the pair (0x60 gives status 0x64 and data 0x60, anything else gives status 0x66 and data 0x62). While the status port has bit 0 set it reads the data port, writes that byte to I/O port 0x80 or 0x7E, the port 0x1E above the data port it just read, waits 0x1388 (5000) counts through 0x8B0, and re-reads the status; the loop is bounded at 0x20000 iterations. Returns 0 or 0x8000000000000007 (EFI_TIMEOUT). The drained bytes are only echoed to 0x80/0x7E, so what they mean is not decided here.",bios/ghidra/listings/OemManufactureModeDxe/00000630.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
OemKbLightSupportDxe,00000648,send_command_data_pair,,writer,"Runs 0x5E4 (wait for the input buffer to empty), 0x55C (drain the output buffer), 0x4E4 (OUT the command byte), 0x5E4 again, an inline poll of the status port until bit 1 is clear, an OUT of the third argument to the data port, and 0x55C once more. Both the status port and the data port are chosen by comparing the first argument against the second (the command byte) rather than against 0x60; since no caller in this module passes a command byte of 0x60 or 0x62 they always resolve to 0x66 and 0x62. Only the opening 0x5E4 result is propagated - the inline poll and the closing 0x55C return values are discarded - so the 0x8000000000000007 timeout comes from that first wait alone, and if the inline poll times out the data byte is not written.",bios/ghidra/listings/OemKbLightSupportDxe/00000648.asm; bios/decompiled/OemKbLightSupportDxe.c,hand-decoded
OemPowerModeDxe,0x670,write_port_byte_after_wait,,writer,"Waits until bit 1 (0x02) of I/O port 0x64, or of 0x66 when the first byte argument is not 0x60, reads clear, with 15-unit delays through 0x00000a04 between reads and a 0x20000-iteration bound, and then writes the byte from the second argument to that same port, returning 0. On exhaustion it returns 0x8000000000000007 without writing. The device behind I/O ports 0x60, 0x62, 0x64 and 0x66 is not identified in this listing, so no mechanism is assigned to these accesses.",bios/ghidra/listings/OemPowerModeDxe/00000670.asm; bios/decompiled/OemPowerModeDxe.c,hand-decoded
OemUsbLightBarDxe,00000670,find_config_table_entry_by_guid,,reader,"It returns the pointer cached at 0x910 whenever that is non-zero. On a miss it reads the count at [0x8E8 + 0x68] and the base pointer at [0x8E8 + 0x70], walks that array in 0x18-byte steps comparing the first two qwords of each entry against the 16 bytes at 0x850 and 0x858, and caches the third qword of the first match (entry + 0x10) at 0x910, returning it; a zero count or no match leaves the cache zero and returns 0. It relies on 0x8E8, which only 0x0000032C sets, and the cache is never invalidated, so a second call returns the first match without re-walking - which is what 0x0000032C's two back-to-back calls rely on, except that a first call which found nothing repeats the whole walk. The 0x18-byte record shape (a 16-byte GUID then a pointer) and the +0x68/+0x70 offsets match EFI_CONFIGURATION_TABLE and the NumberOfTableEntries and ConfigurationTable members of the standard X64 EFI_SYSTEM_TABLE, which is the most likely identity of the structure at 0x8E8, but the GUID compared against is not decoded here.",bios/ghidra/listings/OemUsbLightBarDxe/00000670.asm; bios/decompiled/OemUsbLightBarDxe.c,hand-decoded
OemOcDxe,0x67C,OcRecovery,static VOID OcRecovery (VOID),nvram-write,"The overclocking-recovery path, taken when the caller read EC 0x0741 bit 7 (EC_0741_OC_RECOVERY) set. Gets CpuSetup (0x2BB bytes, gCpuSetupGuid b08f97ff-...) and UniWillVariable (0xB4 bytes, UniWillVariable 9f33f85c-...), writes 1 to Uwv+0x5C (OverClockRecoveryFlag; GCUService shows a notice and clears it) and 0 to CpuSetup+0x1B7 (""OverClocking Feature""), and sets both variables back. Clearing the EC bit is the caller's job, immediately after this returns. The two offsets are read off the decompiler's stack layout of the two GetVariable buffers, not from a struct definition the module carries.","bios/decompiled/OemOcDxe.annotated.c, bios/decompiled/OemOcDxe.c",hand-decoded
Setup,0x00000680,format_string_and_store_by_id,,writer,"Formats a string and passes it on. It first copies its third and fourth register arguments (R8 and R9) into its own incoming home slots, then builds the text in a 0x400-byte stack buffer with 0x0001c184, called as (buffer, 0x400, 0x140, fourth argument, address of the fourth argument) - the argument shape EDK2's AsciiSPrint-style formatter has, though that callee is only identified here by its address. It then calls 0x00021068 with (first argument, the second argument truncated to 16 bits from DX, the buffer). Its fifth, sixth and seventh arguments are supplied by the callers but never read by this function, and nothing here says what 0x140 or 0x00021068 do with the result.",bios/ghidra/listings/Setup/00000680.asm; bios/decompiled/Setup.c,hand-decoded
OemI2cDevices,0000068C,wait_port_66_d1_clear,,logic,"Polls I/O port 0x66 in a loop: while bit 1 is set it delays via 0xc00 with 15 and reads the port again, giving up and returning 0x8000000000000007 after 0x20000 iterations, and returning 0 once the bit is clear. It writes no port and touches no memory.",bios/ghidra/listings/OemI2cDevices/0000068C.asm; bios/decompiled/OemI2cDevices.c,hand-decoded
OemTurboModeDxe,0x68C,drain_data_port_byte,,copy,"With 0x60 in CL it polls bit 0 of port 0x64, otherwise bit 0 of port 0x66, and while that bit is set it reads the data port (0x60 for that same base, 0x62 otherwise), writes the byte it read to port 0x80, delays 5000 units through 0x90C, and reads the status again. The poll counter is capped at 0x20000, after which it returns 0x8000000000000007; otherwise 0. What port 0x80 does with the byte is not decoded here.",bios/ghidra/listings/OemTurboModeDxe/0000068C.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
OemSWBoardIDDxe,00000698,wait_port_ready_bit,,delay,"Polls port 0x64 (first byte argument 0x60) or 0x66 until bit 1 reads as zero, calling 0x890 with 15 between polls and giving up after 0x20000 iterations. Returns 0 when the bit clears and 0x8000000000000007 on the cap. Identical to 0x598 apart from the missing final write.",bios/ghidra/listings/OemSWBoardIDDxe/00000698.asm; bios/decompiled/OemSWBoardIDDxe.c,hand-decoded
OemManufactureModeDxe,0x6B8,ec_wait_ibf_clear,,ec-io,"Its single byte argument CL selects the status port (0x60 gives 0x64, anything else gives 0x66) and it does nothing else: it polls bit 1 for clear with a 15-count delay (0x8B0) per turn, bounded at 0x20000 iterations by checks before the first delay and after the loop, and returns 0 or 0x8000000000000007 (EFI_TIMEOUT). It is 0x5B8 without the final port write.",bios/ghidra/listings/OemManufactureModeDxe/000006B8.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
OemI2cDevices,000006DC,write_port_62_between_d1_polls,,writer,"Calls the 0x68c poll and returns its negative result unchanged if it failed. Otherwise it calls 0x630, then 0x5cc with the byte from its second argument (so the byte is written to I/O port 0x66), calls 0x68c again, and repeats the bit-1 poll inline; if that poll completes within 0x20000 iterations it writes the byte from its third argument to I/O port 0x62. It then calls 0x630 again and returns the value from the first 0x68c call. The guard around the 0x62 write uses EBP, which is caller-saved across the intervening calls and is not reloaded from 0x20000 after them.",bios/ghidra/listings/OemI2cDevices/000006DC.asm; bios/decompiled/OemI2cDevices.c,hand-decoded
OemPowerModeDxe,0x6E8,drain_data_port_to_port_80,,copy,"While bit 0 (0x01) of I/O port 0x64, or of 0x66 when the first byte argument is not 0x60, is set, reads the byte from I/O port 0x62 (0x60 when that argument is 0x60), writes it to I/O port 0x80, and delays 5000 units through 0x00000a04 before re-reading the status port. Returns 0 once the bit clears, or 0x8000000000000007 when the 0x20000-iteration bound is reached.",bios/ghidra/listings/OemPowerModeDxe/000006E8.asm; bios/decompiled/OemPowerModeDxe.c,hand-decoded
OemKbLightSupportDxe,00000710,send_three_command_data_pairs,,writer,"Takes its data byte in R9B and issues three 0x648 transactions on the 0x62 data / 0x66 status port pair: command 0xA3 with data 0x07, command 0xA2 with data 0x8C, and command 0xA5 with the R9B byte. A failure in either of the first two returns that status immediately; only the third call's status is conditionally moved into the return register. The command bytes 0xA3, 0xA2 and 0xA5 and the constants 0x07 and 0x8C are written literally and their meaning is not decoded anywhere in this module.",bios/ghidra/listings/OemKbLightSupportDxe/00000710.asm; bios/decompiled/OemKbLightSupportDxe.c,hand-decoded
OemTurboModeDxe,0x714,poll_status_bit1,,delay,"Reads the status port that the argument selects, 0x64 when it is 0x60 and 0x66 otherwise, and while bit 1 is set delays 15 units through 0x90C and reads the port again, up to 0x20000 times. Returns 0 once the bit is clear and 0x8000000000000007 if the counter runs out. It is the same bounded wait that 0x614 performs before its write, without the write.",bios/ghidra/listings/OemTurboModeDxe/00000714.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
OemManufactureModeDxe,0x71C,ec_write_command_data,,ec-io,"Three byte arguments: CL selects the port pair, DL is the command byte and R8 the data byte. It runs 0x6B8 (wait for bit 1 clear), 0x630 (drain bit 0), 0x5B8 (write DL to the command port), 0x6B8 again, an inline bit-1 poll built from the same instructions as 0x5B8's with the same 15-count delay and 0x20000 budget, then an out of R8 to the data port, then 0x630 again; only the first wait's status is returned, and a timeout in the second wait just skips the data write. Where the .c and the listing disagree: the ports for this second half are chosen by comparing the CL argument with the DL command byte, equal giving status 0x64 and data 0x60 and otherwise status 0x66 and data 0x62, not by comparing CL against 0x60 as the .c reads. The caller at 0x438 passes CL = 0x62 with DL = 0xA3 and 0xA2, so the 0x66/0x62 pair is the one it uses.",bios/ghidra/listings/OemManufactureModeDxe/0000071C.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
OemUniWillVariableDxe,00000720,wait_port_input_buffer_empty,,delay,"Polls bit 1 (0x02) of I/O port 0x64, or of 0x66 when the first argument is not 0x60, delaying 15 units through 0x9B4 between reads until the bit clears. Returns 0 on success, or 0x8000000000000007 once the 0x20000-iteration bound is reached.",bios/ghidra/listings/OemUniWillVariableDxe/00000720.asm; bios/decompiled/OemUniWillVariableDxe.c,hand-decoded
OemQkeyDxe,00000730,write_byte_to_status_port_after_poll,,writer,"Picks the port as 0x64 when the first byte argument is 0x60 and 0x66 otherwise, polls bit 1 (0x02) of it until it reads clear - delaying 15 units through 0x00000a28 between reads, with a 0x20000-iteration bound - and then writes the byte from the second argument to that same port and returns 0. On exhaustion it returns 0x8000000000000007 without writing. 0x00000438 calls it with (0x62, 0xa4) and 0x00000894 calls it with the selector and byte it was given, so in this module it writes only to 0x66.",bios/ghidra/listings/OemQkeyDxe/00000730.asm; bios/decompiled/OemQkeyDxe.c,hand-decoded
OverclockInterface,0x740,allocate_pages,,writer,"Rounds the byte count in RDX up to 4 KiB pages - pages = (size >> 12) + (size & 0xFFF != 0) - and calls the boot service at +0x28 (AllocatePages) with memory type 1 (EfiBootServicesData) and a memory-address in/out parameter preloaded with 0xFFFFFFFFFFFFFFFF, the highest 64-bit physical address. A negative status zeroes the caller's out-pointer and returns 0x8000000000000009; otherwise the allocated physical address is stored through that pointer and the status is returned unchanged.",bios/ghidra/listings/OverclockInterface/00000740.asm; bios/decompiled/OverclockInterface.c,hand-decoded
OemKbLightSupportDxe,00000764,find_table_entry_by_id,,reader,"Returns the cached pointer at 0x8E0 whenever it is non-zero. On a cache miss it walks the array at [<pointer saved at 0x8D0> + 0x70] for the count read at [+0x68] entries of 0x18 bytes, comparing the first two qwords of each entry against the 16 bytes at 0x880 and 0x888, and on a match caches and returns the entry's third qword (offset +0x10). Returns 0 if the count is zero or nothing matches. The identifier stored at 0x880 and the structure 0x8D0 points at are not decoded here.",bios/ghidra/listings/OemKbLightSupportDxe/00000764.asm; bios/decompiled/OemKbLightSupportDxe.c,hand-decoded
OemPowerModeDxe,0x770,wait_port_input_buffer_empty,,delay,"Polls bit 1 (0x02) of I/O port 0x64, or of 0x66 when the first byte argument is not 0x60, delaying 15 units through 0x00000a04 between reads until the bit clears. Returns 0 on success, or 0x8000000000000007 once the 0x20000-iteration bound is reached.",bios/ghidra/listings/OemPowerModeDxe/00000770.asm; bios/decompiled/OemPowerModeDxe.c,hand-decoded
OemTurboModeDxe,0x778,write_index_data_byte,,writer,"The arguments are the port base (every call site passes 0x62), the index byte and the value. It waits for the status bit with 0x714, drains the data port with 0x68C, writes the index to the status port through 0x614, waits again, then waits for bit 1 of the data port to clear and writes the value to it: to 0x62 normally, or to 0x60 when the index byte itself is 0x62, which is the case in which the status port shifts to 0x64. It finishes by draining the data port again through 0x68C and returns the first wait's result unchanged, so the value is written even when the caller ignores the return. Whether this port pair addresses a device of any particular kind is not decoded in this repository.",bios/ghidra/listings/OemTurboModeDxe/00000778.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
OemUniWillVariableDxe,00000784,exchange_command_and_data_byte,,gate,"Waits with 0x720, drains with 0x698, writes the second argument to the status port through 0x620, waits again, and only then writes the third argument to the data port. The status port is 0x64 when the first argument is 0x60 (in the three callees) or when the first two arguments are equal (in this function's own inline poll), and 0x66 otherwise; the data port is 0x60 when the first two arguments are equal and 0x62 otherwise. The inline poll before the second write watches bit 1 of the status port with the same 15-unit delays and 0x20000 bound and skips the write on exhaustion; the status from the first wait is what the function returns.",bios/ghidra/listings/OemUniWillVariableDxe/00000784.asm; bios/decompiled/OemUniWillVariableDxe.c,hand-decoded
OemHooks,0x78C,ec_write_port_byte,,ec-io,"Waits for bit 1 of the status byte at I/O port 0x66 (0x64 when the first argument is 0x60) to clear, polling up to 0x20000 times with a 15-microsecond delay between reads, then writes the second argument to that same port. Returns 0, or 0x8000000000000007 (negative when read as a signed value) once the poll count is exhausted.",bios/ghidra/listings/OemHooks/0000078C.asm; bios/decompiled/OemHooks.c; ec/annotations/registers.yaml,hand-decoded
OemACPIDriverDxe,0x7A0,mem_move_bytes,,copy,"memmove with the destination in the first parameter, the source in the second and the length in the third: when the source lies below the destination and the two ranges overlap it sets the direction flag and copies from the ends, otherwise forward. When the length and the distance between the two pointers are both at least 8 it first moves the bytes needed to bring both pointers to the same offset modulo 8, then copies length>>3 qwords with rep movsq and the remaining length&7 bytes with rep movsb. The flags pushed at entry are popped at the exit, so the direction flag set for a backward copy is restored to its original value, and the original destination is returned in RAX.",bios/ghidra/listings/OemACPIDriverDxe/000007A0.asm; bios/decompiled/OemACPIDriverDxe.c,hand-decoded
OemOcDxe,0x7A8,SyncOcVariables,static VOID SyncOcVariables (VOID),nvram-write,"The menu gate. Setup[0x7D7] is question 0xEC6 in the IFR; the vendor Advanced form 0x2712 shows Ref ""Memory"" -> form 0x27B1 ""Memory Overclocking Menu"" only when 0xEC6 == 1 and CpuSetup[0x1B7] != 0, so Setup.Oem7D7 = UniWillVariable.MemoryOverClockSwitch (+0x33) is what un-suppresses the menu link. If the switch is 1, MemOcGpio (0x5D8) runs. If UniWillVariable.ApExistFlag (+0x5D) is 1, the Control Center's CPU core-voltage values are copied into the Intel OC knobs: ICpuCoreVoltageOffsetRangeType (+0x66) selects case 0 -> prefix 0 and ICpuCoreVoltageOffsetValue (+0x3A) -> CpuSetup+0x1BD; case 1 -> prefix 1 and ICpuCoreVoltageOffsetNegativeValue (+0x64) -> CpuSetup+0x1BD; case 2 -> the same as case 1 unless the negative value is 0, in which case as case 0. CoreVoltageOffsetPrefix is CpuSetup+0x1BF, and ICpuCoreVoltageValue (+0x34) goes to CpuSetup+0x1C0 ""Core Voltage"" in all three cases. Finally the ranges the service reads back as its slider limits are written: ICpuCoreVoltageMaximum = 2000, ICpuCoreVoltageMinimum = 0, ICpuCoreVoltageOffsetMaximum = 100, ICpuCoreVoltageOffsetMinimum = 0, as two 32-bit stores so the adjacent minimums become 0. evidence/uefi/2026-09-23-MemoryOverClockSwitch-set.txt shows 0x36 = 0x07D0 and 0x3C = 0x0064 in a variable this code wrote. CpuSetup is 0x2BB, UniWillVariable 0xB4, Setup 0x7D8 bytes.","bios/decompiled/OemOcDxe.annotated.c, bios/decompiled/OemOcDxe.c",hand-decoded
OverclockInterface,0x7AC,poll_protocol_handles,,protocol,"Calls the boot service at +0x140 (LocateProtocol) for the GUID at 0x2210 into a local, then +0x138 (LocateHandleBuffer) with search type 2 and the GUID at 0x21E0; for each handle it calls +0x98 (HandleProtocol) for the same GUID and then that interface's function at offset 0x10 with seven arguments, the second a 16-byte constant {0x22D85435, 0x43DBF24A, 0x5601047D, 0xB121DF06} assembled on the stack, stopping when the call returns 0 and keeping the last interface fetched. It frees the handle buffer through +0x48 (FreePool) and returns if no interface was kept or if the last call returned non-zero. Otherwise it loops on the kept interface's function at offset 0x18, called with the same constant, the byte 0x19 and three out-pointers: a negative status ends the loop, and on a non-negative one it calls the qword at offset 0 of the interface located at the start, passing the pointer that method wrote, the dword four bytes into that pointer, and a zeroed local, ending the loop when that indirect call returns non-zero. What either GUID names and what either method does is not decoded further.",bios/ghidra/listings/OverclockInterface/000007AC.asm; bios/decompiled/OverclockInterface.c,hand-decoded
OemSWBoardIDDxe,000007C4,find_table_entry_by_guid,,reader,"Returns the cached pointer at 0xAB0 when it is non-NULL. Otherwise it walks the array whose element count is at [cached structure + 0x68] and whose base is at [cached structure + 0x70] in 0x18-byte steps, comparing the first two qwords of each entry against the module constants at 0xA40 and 0xA48; on a match it caches and returns the third qword of that entry, at offset +0x10. The constants it matches on and the table it walks are not decoded further here.",bios/ghidra/listings/OemSWBoardIDDxe/000007C4.asm; bios/decompiled/OemSWBoardIDDxe.c,hand-decoded
OemKbLightSupportDxe,000007D0,delay_counter_ticks,,delay,"Splits its 32-bit argument into a repeat count (bits 22-31) and a tick count (bits 0-21) and performs repeat-count-plus-one passes. Each pass adds the tick count to the low 24 bits read from I/O port 0x1808 and then spins on repeated reads of that port, calling 0x260 to PAUSE, until bit 23 of (start + ticks - current) is set - which is the 24-bit counter having advanced by the tick count. Returns nothing, and nothing here fixes what time one increment of that counter is worth.",bios/ghidra/listings/OemKbLightSupportDxe/000007D0.asm; bios/decompiled/OemKbLightSupportDxe.c,hand-decoded
OemPowerModeDxe,0x7D4,exchange_command_and_data_byte,,gate,"Waits with 0x00000770, drains with 0x000006e8, writes the second byte argument to the status port through 0x00000670, waits again with 0x00000770, and only then writes the third argument to the data port, which is I/O port 0x62 when the first two byte arguments differ and 0x60 when they are equal. The inline poll before that data write watches bit 1 of I/O port 0x66 (0x64 when the two arguments are equal) with the same 15-unit delays and 0x20000 bound, but on exhaustion it skips the write instead of reporting an error. It drains once more with 0x000006e8 and returns the status of the first 0x00000770 call; the other helper results are not checked.",bios/ghidra/listings/OemPowerModeDxe/000007D4.asm; bios/decompiled/OemPowerModeDxe.c,hand-decoded
OemManufactureModeDxe,0x7E4,find_config_table_by_guid,,protocol,"It returns the vendor-table pointer cached at 0xB20 whenever that global is non-null, so only a first call with an empty cache does any work. That path takes the SystemTable cached at 0xB00, reads the entry count at +0x68 and the array pointer at +0x70, and walks the array in strides of 0x18, comparing each entry's first two qwords against the 8-byte constants at 0xA60 and 0xA68; on a match it reads the entry's third qword, at index*0x18+0x10, stores it in 0xB20 and returns it. With no match, or with a zero count, it returns 0. 0x32C calls it twice in a row and uses only the second result, the first being the call that fills the cache.",bios/ghidra/listings/OemManufactureModeDxe/000007E4.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
OemApControlDxe,0x7E8,write_port_byte_after_wait,,writer,"Waits until bit 1 (0x02) of I/O port 0x64, or of 0x66 when the first argument is not 0x60, reads clear - 15-unit delays through 0x00000bdc, bounded at 0x20000 iterations - and then writes the byte from the second argument to that same port, returning 0. On exhaustion it returns 0x8000000000000007 without writing. The device behind I/O ports 0x60, 0x64, 0x66 and 0x80 is not identified in this module, so no mechanism is assigned to these accesses.",bios/ghidra/listings/OemApControlDxe/000007E8.asm; bios/decompiled/OemApControlDxe.c,hand-decoded
DxeOverClock,0x0000081C,load_oc_state_from_protocol,,overclock,"Locates the protocol at GUID 0x2570 and, if that succeeds, reads one 0x28-byte record out of it: the record index is the byte at +0xE3 and the fields copied are +4, +6, +8, +0xA (word), +0xC (word), +0xE, +0x10 (word), +0x12 (word), +0x16, +0x18, +0x1A, +0x1C, +0x1E, +0x20, +0x22 and +0x24, landing in the working globals 0x26E3, 0x26D0, 0x26D1, 0x26D2, 0x26D4, 0x26D6, 0x26D7, 0x26D9, 0x26DB, 0x26DE, 0x26DF, 0x26E0, 0x26DC, 0x26DD, 0x26E1 and 0x26E2. It also takes byte +0xE0 into 0x26CC, byte +0xE1 into 0x26CE, the word at +0xB0 + index*2 into 0x26C3 and byte +0xE5 into 0x2C5D. The call to 0xB94 sits on the failure path too, so it runs whether or not the protocol was located.",bios/ghidra/listings/DxeOverClock/0000081C.asm; bios/decompiled/DxeOverClock.c,hand-decoded
OemQkeyDxe,00000830,wait_status_port_bit1_clear,,delay,"Polls bit 1 (0x02) of I/O port 0x64, or of 0x66 when the first byte argument is not 0x60, delaying 15 units through 0x00000a28 between reads until the bit clears. It returns 0 on success, or 0x8000000000000007 once the 0x20000-iteration bound is reached, and writes no port and touches no memory. 0x00000894 brackets its two byte writes with this wait; 0x00000438 spells the same poll out inline.",bios/ghidra/listings/OemQkeyDxe/00000830.asm; bios/decompiled/OemQkeyDxe.c,hand-decoded
OemSWBoardIDDxe,00000830,wait_port_counter_ticks,,delay,"Splits its argument: bits 22 and above give a repeat count, bits 0-21 an offset. On each of count+1 passes it reads I/O port 0x1808, masks 24 bits, adds the offset, and spins through 0x2C0 until (target - value) has bit 23 set, i.e. until the counter has passed the target; the 0x400000 loaded into EDI inside the loop is never read again.",bios/ghidra/listings/OemSWBoardIDDxe/00000830.asm; bios/decompiled/OemSWBoardIDDxe.c,hand-decoded
Setup,0x0000083C,append_callback_node_to_list,,state,"Allocates a 0x18-byte node through [0x29478+0x40] with pool type 4 and, on success, writes three fields: the function address 0x6d8 at +0x10, the sentinel address 0x2b380 at +0 and the current contents of the global 0x2b388 at +8. It then links the node in by setting the old tail's +0 to the new node and 0x2b388 to the new node, making 0x2b380/0x2b388 a self-referential list head. On allocation failure it returns without touching the list and without reporting a status - the caller's loop continues regardless.",bios/ghidra/listings/Setup/0000083C.asm; bios/decompiled/Setup.c,hand-decoded
OemTurboModeDxe,0x840,find_config_table_by_guid,,reader,"Returns the cached pointer at 0xB58 whenever it is non-null. Otherwise it clears that cache and, if the count at [0xB30+0x68] is non-zero, walks the configuration table array at [0xB30+0x70] in 0x18-byte steps, comparing the first 16 bytes of each entry against the 16 bytes at 0xAA0 and 0xAA8 and caching the entry's third qword, the table pointer at +0x10, in 0xB58. It returns that cache, which is zero when no entry matched. The 0x18-byte stride and the 16-byte GUID followed by a pointer are the standard configuration table layout; the GUID being matched is not decoded here.",bios/ghidra/listings/OemTurboModeDxe/00000840.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
