scope,addr,group,group_basis,comment,evidence
bank0,0xBEA3,arithmetic,type,the `type` column already names this family,ec/decompiled/bank0/BEA3.asm; ec/decompiled/bank0/BEA3.c; ec/annotations/registers.yaml
bank0,0xBEAA,arithmetic,type,the `type` column already names this family,ec/decompiled/bank0/BEAA.asm; ec/decompiled/bank0/BEAA.c
bank0,0xBEB4,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BEB4.asm; ec/decompiled/bank0/BEB4.c
bank0,0xBEBE,arithmetic,type,the `type` column already names this family,ec/decompiled/bank0/BEBE.asm; ec/decompiled/bank0/BEBE.c
bank0,0xBEC8,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BEC8.asm; ec/decompiled/bank0/BEC8.c; ec/annotations/registers.yaml
bank0,0xBED2,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BED2.asm; ec/decompiled/bank0/BED2.c; ec/annotations/registers.yaml
bank0,0xBEDC,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BEDC.asm; ec/decompiled/bank0/BEDC.c
bank0,0xBEE6,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BEE6.asm; ec/decompiled/bank0/BEE6.c
bank0,0xBEF0,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BEF0.asm; ec/decompiled/bank0/BEF0.c
bank0,0xBEF7,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/BEF7.asm; ec/decompiled/bank0/BEF7.c
bank0,0xBEFE,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BEFE.asm; ec/decompiled/bank0/BEFE.c
bank0,0xBF08,arithmetic,type,the `type` column already names this family,ec/decompiled/bank0/BF08.asm; ec/decompiled/bank0/BF08.c
bank0,0xBF12,callgraph_bank0_B38E,callgraph,"One of 9 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BF12.asm; ec/decompiled/bank0/BF12.c; ec/annotations/registers.yaml
bank0,0xBFDE,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/BFDE.asm; ec/decompiled/bank0/BFDE.c
bank0,0xC016,callgraph_bank0_B38E,callgraph,"One of 9 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C016.asm; ec/decompiled/bank0/C016.c
bank0,0xC01C,callgraph_bank0_B38E,callgraph,"One of 9 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C01C.asm; ec/decompiled/bank0/C01C.c
bank0,0xC030,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C030.asm; ec/decompiled/bank0/C030.c
bank0,0xC03C,callgraph_bank0_B38E,callgraph,"One of 9 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C03C.asm; ec/decompiled/bank0/C03C.c
bank0,0xC058,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C058.asm; ec/decompiled/bank0/C058.c
bank0,0xC066,callgraph_bank0_C066,callgraph,"One of 6 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C066.asm; ec/decompiled/bank0/C066.c
bank0,0xC06E,callgraph_bank0_C066,callgraph,"One of 6 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C06E.asm; ec/decompiled/bank0/C06E.c
bank0,0xC076,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C076.asm; ec/decompiled/bank0/C076.c
bank0,0xC07E,callgraph_bank0_C066,callgraph,"One of 6 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C07E.asm; ec/decompiled/bank0/C07E.c
bank0,0xC086,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank0/C086.asm; ec/decompiled/bank0/C086.c
bank0,0xC096,callgraph_bank0_C066,callgraph,"One of 6 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C096.asm; ec/decompiled/bank0/C096.c
bank0,0xC09C,callgraph_bank0_C066,callgraph,"One of 6 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C09C.asm; ec/decompiled/bank0/C09C.c
bank0,0xC0A2,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C0A2.asm; ec/decompiled/bank0/C0A2.c
bank0,0xC0AD,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C0AD.asm; ec/decompiled/bank0/C0AD.c
bank0,0xC0B8,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C0B8.asm; ec/decompiled/bank0/C0B8.c
bank0,0xC0C9,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C0C9.asm; ec/decompiled/bank0/C0C9.c
bank0,0xC0DA,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C0DA.asm; ec/decompiled/bank0/C0DA.c
bank0,0xC0E7,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C0E7.asm; ec/decompiled/bank0/C0E7.c
bank0,0xC124,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C124.asm; ec/decompiled/bank0/C124.c
bank0,0xC12C,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C12C.asm; ec/decompiled/bank0/C12C.c
bank0,0xC154,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C154.asm; ec/decompiled/bank0/C154.c
bank0,0xC15C,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C15C.asm; ec/decompiled/bank0/C15C.c
bank0,0xC174,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C174.asm; ec/decompiled/bank0/C174.c
bank0,0xC191,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C191.asm; ec/decompiled/bank0/C191.c
bank0,0xC199,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C199.asm; ec/decompiled/bank0/C199.c
bank0,0xC1B1,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C1B1.asm; ec/decompiled/bank0/C1B1.c
bank0,0xC1BE,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C1BE.asm; ec/decompiled/bank0/C1BE.c
bank0,0xC1CB,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C1CB.asm; ec/decompiled/bank0/C1CB.c
bank0,0xC1E7,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C1E7.asm; ec/decompiled/bank0/C1E7.c
bank0,0xC201,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C201.asm; ec/decompiled/bank0/C201.c
bank0,0xC209,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C209.asm; ec/decompiled/bank0/C209.c
bank0,0xC224,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C224.asm; ec/decompiled/bank0/C224.c
bank0,0xC241,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C241.asm; ec/decompiled/bank0/C241.c
bank0,0xC249,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C249.asm; ec/decompiled/bank0/C249.c
bank0,0xC251,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C251.asm; ec/decompiled/bank0/C251.c
bank0,0xC25E,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C25E.asm; ec/decompiled/bank0/C25E.c
bank0,0xC266,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C266.asm; ec/decompiled/bank0/C266.c
bank0,0xC295,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C295.asm; ec/decompiled/bank0/C295.c
bank0,0xC2A2,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C2A2.asm; ec/decompiled/bank0/C2A2.c
bank0,0xC2AA,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C2AA.asm; ec/decompiled/bank0/C2AA.c
bank0,0xC2BA,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C2BA.asm; ec/decompiled/bank0/C2BA.c
bank0,0xC2CF,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C2CF.asm; ec/decompiled/bank0/C2CF.c
bank0,0xC2F7,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C2F7.asm; ec/decompiled/bank0/C2F7.c
bank0,0xC2FF,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C2FF.asm; ec/decompiled/bank0/C2FF.c
bank0,0xC307,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C307.asm; ec/decompiled/bank0/C307.c
bank0,0xC30F,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C30F.asm; ec/decompiled/bank0/C30F.c
bank0,C317,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C317.asm; ec/decompiled/bank0/C317.c
bank0,C31F,callgraph_bank0_AA90,callgraph,"One of 4 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C31F.asm; ec/decompiled/bank0/C31F.c
bank0,C333,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C333.asm; ec/decompiled/bank0/C333.c
bank0,C349,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C349.asm; ec/decompiled/bank0/C349.c
bank0,C356,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C356.asm; ec/decompiled/bank0/C356.c
bank0,C363,callgraph_bank0_9049,callgraph,"One of 4 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C363.asm; ec/decompiled/bank0/C363.c
bank0,C36A,callgraph_bank0_9049,callgraph,"One of 4 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C36A.asm; ec/decompiled/bank0/C36A.c
bank0,C371,callgraph_bank0_9049,callgraph,"One of 4 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C371.asm; ec/decompiled/bank0/C371.c
bank0,C389,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C389.asm; ec/decompiled/bank0/C389.c
bank0,C39E,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C39E.asm; ec/decompiled/bank0/C39E.c
bank0,C3AE,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C3AE.asm; ec/decompiled/bank0/C3AE.c
bank0,C412,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C412.asm; ec/decompiled/bank0/C412.c
bank0,C43F,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C43F.asm; ec/decompiled/bank0/C43F.c
bank0,C44D,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C44D.asm; ec/decompiled/bank0/C44D.c
bank0,C468,callgraph_bank0_B38E,callgraph,"One of 9 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C468.asm; ec/decompiled/bank0/C468.c
bank0,C470,callgraph_bank0_B38E,callgraph,"One of 9 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C470.asm; ec/decompiled/bank0/C470.c
bank0,C478,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C478.asm; ec/decompiled/bank0/C478.c
bank0,C48F,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C48F.asm; ec/decompiled/bank0/C48F.c
bank0,C497,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C497.asm; ec/decompiled/bank0/C497.c
bank0,C4A7,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C4A7.asm; ec/decompiled/bank0/C4A7.c
bank0,C4D9,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C4D9.asm; ec/decompiled/bank0/C4D9.c
bank0,C4F0,callgraph_bank0_B38E,callgraph,"One of 9 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C4F0.asm; ec/decompiled/bank0/C4F0.c
bank0,C4F8,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C4F8.asm; ec/decompiled/bank0/C4F8.c
bank0,0xC8C5,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/C8C5.asm; ec/decompiled/bank0/C8C5.c
bank0,0xC9FF,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/C9FF.asm; ec/decompiled/bank0/C9FF.c; ec/annotations/registers.yaml
bank0,0xCA1E,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/CA1E.asm; ec/decompiled/bank0/CA1E.c; ec/annotations/registers.yaml
bank0,0xCA2D,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/CA2D.asm; ec/decompiled/bank0/CA2D.c; ec/annotations/registers.yaml
bank0,0xCA39,arithmetic,type,the `type` column already names this family,ec/decompiled/bank0/CA39.asm; ec/decompiled/bank0/CA39.c
bank0,0xCA3C,arithmetic,type,the `type` column already names this family,ec/decompiled/bank0/CA3C.asm; ec/decompiled/bank0/CA3C.c
bank0,0xCA44,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/CA44.asm; ec/decompiled/bank0/CA44.c
bank0,0xCA4C,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/CA4C.asm; ec/decompiled/bank0/CA4C.c; ec/annotations/registers.yaml
bank0,0xCA53,arithmetic,type,the `type` column already names this family,ec/decompiled/bank0/CA53.asm; ec/decompiled/bank0/CA53.c
bank0,0xCC3D,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CC3D.asm; ec/decompiled/bank0/CC3D.c
bank0,0xCC51,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CC51.asm; ec/decompiled/bank0/CC51.c
bank0,0xCC64,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CC64.asm; ec/decompiled/bank0/CC64.c; ec/annotations/bank-call-audit.md; ec/annotations/ec-07c4-07d5-sites.md
bank0,0xCCFC,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CCFC.asm; ec/decompiled/bank0/CCFC.c; ec/annotations/registers.yaml
bank0,0xCDE4,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CDE4.asm; ec/decompiled/bank0/CDE4.c
bank0,0xCE37,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CE37.asm; ec/decompiled/bank0/CE37.c
bank0,0xCE9E,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CE9E.asm; ec/decompiled/bank0/CE9E.c
bank0,0xCEA2,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CEA2.asm; ec/decompiled/bank0/CEA2.c
bank0,0xCEE9,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CEE9.asm; ec/decompiled/bank0/CEE9.c
bank0,0xCF48,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank0/CF48.asm; ec/decompiled/bank0/CF48.c; ec/annotations/registers.yaml
bank0,0xCF96,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/CF96.asm; ec/decompiled/bank0/CF96.c
bank0,0xCFB4,bank-switch-trampolines,type,the `type` column already names this family,ec/decompiled/bank0/CFB4.asm; ec/decompiled/bank0/CFB4.c
bank0,0xCFB7,bank-switch-trampolines,type,the `type` column already names this family,ec/decompiled/bank0/CFB7.asm; ec/decompiled/bank0/CFB7.c
bank0,0xCFBA,bank-switch-trampolines,type,the `type` column already names this family,ec/decompiled/bank0/CFBA.asm; ec/decompiled/bank0/CFBA.c
bank0,0xCFBD,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CFBD.asm; ec/decompiled/bank0/CFBD.c
bank0,0xCFC6,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank0/CFC6.asm; ec/decompiled/bank0/CFC6.c; ec/annotations/registers.yaml
bank0,0xCFF6,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/CFF6.asm; ec/decompiled/bank0/CFF6.c
bank0,0xD005,callgraph_bank0_0EA2,callgraph,"One of 408 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank0/D005.asm; ec/decompiled/bank0/D005.c
bank0,0xD01A,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank0/D01A.asm; ec/decompiled/bank0/D01A.c
bank0,0xD029,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank0/D029.asm; ec/decompiled/bank0/D029.c
